Host,Endangered,Decreasing,DataDeficient,Citations,NVirion,NZoon,
rucervus schomburgki,1,,0,0,0,0,
rungwecebus kipunji,1,1,0,1.041392685,0,0,
rupicapra pyrenaica,0,0,0,2.004321374,0.7781513,0.4771213,
rupicapra rupicapra,0,0,0,2.206825876,1.34242268,0.7781513,
rusa alfredi,1,1,0,0.477121255,0.60206,0,
rusa marianna,0,1,0,0.84509804,0,0,
rusa timorensis,0,1,0,1.301029996,0.60206,0,
rusa unicolor,0,1,0,1.633468456,0.69897,0.60206,
ruwenzorisorex suncoides,0,0,0,0,0,0,
saccolaimus flaviventris,0,1,0,0.77815125,0.30103,0.30103,
saccolaimus mixtus,0,1,0,0,0,0,
saccolaimus peli,0,0,0,0,0,0,
saccolaimus saccolaimus,0,0,0,0,0.30103,0.30103,
saccopteryx antioquensis,1,0,0,0,0,0,
saccopteryx bilineata,0,0,0,1.301029996,0,0,
saccopteryx canescens,0,0,0,0,0,0,
saccopteryx gymnura,0,0,1,0,0,0,
saccopteryx leptura,0,0,0,0.477121255,0,0,
saccostomus campestris,0,0,0,1.301029996,0,0,
saccostomus mearnsi,0,0,0,0.477121255,0,0,
saguinus bicolor,1,1,0,1.146128036,0,0,
saguinus geoffroyi,0,1,0,1.431363764,0.4771213,0.4771213,
saguinus imperator,0,1,0,1.491361694,0.30103,0.30103,
saguinus inustus,0,0,0,0.301029996,0,0,
saguinus labiatus,0,1,0,1.73239376,0.30103,0.30103,
saguinus leucopus,0,1,0,1.079181246,0,0,
saguinus martinsi,0,1,0,0.301029996,0,0,
saguinus melanoleucus,0,1,0,0,0,0,
saguinus midas,0,0,0,1.653212514,0.60206,0.4771213,
saguinus mystax,0,1,0,1.949390007,0.60206,0.60206,
saguinus niger,0,1,0,0.84509804,0,0,
saguinus oedipus,1,1,0,2.56937391,0.84509804,0.7781513,
saguinus ursulus,0,1,0,0,0,0,
saiga tatarica,1,1,0,1.643452676,0.4771213,0.4771213,
saimiri boliviensis,0,1,0,2.164352856,0.4771213,0.30103,
saimiri cassiquiarensis,0,0,0,0,0,0,
saimiri collinsi,0,1,0,1.278753601,0,0,
saimiri oerstedii,1,1,0,1.041392685,0.30103,0.30103,
saimiri sciureus,0,1,0,3.072617477,1.146128,0.95542425,
saimiri ustus,0,1,0,0.954242509,0,0,
saimiri vanzolinii,1,1,0,0.954242509,0,0,
salanoia concolor,0,1,0,0,0,0,
salinomys delicatus,0,0,1,0.477121255,0,0,
salpingotulus michaelis,0,0,1,0,0,0,
salpingotus crassicauda,0,0,0,0.301029996,0,0,
salpingotus heptneri,0,0,1,0,0,0,
salpingotus kozlovi,0,0,0,0,0,0,
salpingotus pallidus,0,0,1,0,0,0,
santamartamys rufodorsalis,1,0,0,0,0,0,
sapajus apella,0,1,0,2.029383778,1.1760913,1.146128,
sapajus cay,0,1,0,0.903089987,0.30103,0.30103,
sapajus flavius,1,1,0,1.113943352,0,0,
sapajus libidinosus,0,1,0,1.886490725,0.4771213,0.4771213,
sapajus nigritus,0,1,0,1.531478917,0.30103,0.30103,
sapajus robustus,1,1,0,0.477121255,0,0,
sapajus xanthosternos,1,1,0,1.079181246,0.60206,0.30103,
sarcophilus harrisii,1,1,0,2.250420002,0.60206,0.4771213,
sauromys petrophilus,0,0,0,0.301029996,0,0,
saxatilomys paulinae,0,0,1,0.301029996,0,0,
scalopus aquaticus,0,0,0,1.477121255,0.30103,0,
scapanulus oweni,0,0,0,0.477121255,0,0,
scapanus latimanus,0,0,0,0.77815125,0,0,
scapanus orarius,0,0,0,0.84509804,0,0,
scapanus townsendii,0,0,0,0.602059991,0,0,
scapteromys aquaticus,0,0,0,1.255272505,0,0,
scapteromys tumidus,0,0,0,0.77815125,0,0,
scaptochirus moschatus,0,0,0,0.301029996,0,0,
scaptonyx fusicaudus,0,0,0,0.602059991,0,0,
sciurillus pusillus,0,0,0,0,0,0,
sciurocheirus alleni,0,1,0,0,0,0,
sciurocheirus gabonensis,0,0,0,0,0,0,
sciurocheirus makandensis,0,0,1,0,0,0,
sciurotamias davidianus,0,0,0,0.77815125,0,0,
sciurotamias forresti,0,0,0,0,0,0,
sciurus aberti,0,0,0,1.176091259,0,0,
sciurus aestuans,0,0,0,0.602059991,0,0,
sciurus alleni,0,1,0,0,0,0,
sciurus anomalus,0,1,0,1.146128036,0,0,
sciurus arizonensis,0,0,1,0,0,0,
sciurus aureogaster,0,0,0,0.77815125,0,0,
sciurus carolinensis,0,0,0,2.33243846,1.3222193,1.20412,
sciurus colliaei,0,0,0,0,0,0,
sciurus deppei,0,0,0,0,0,0,
sciurus flammifer,0,0,1,0,0,0,
sciurus gilvigularis,0,0,1,0,0,0,
sciurus granatensis,0,0,0,1.079181246,0.4771213,0.4771213,
sciurus griseus,0,0,0,1.361727836,0.69897,0.60206,
sciurus ignitus,0,0,0,0,0,0,
sciurus igniventris,0,0,0,0,0,0,
sciurus lis,0,0,0,0.698970004,0,0,
sciurus nayaritensis,0,0,0,0,0,0,
sciurus niger,0,0,0,1.799340549,0.69897,0.69897,
sciurus oculatus,0,0,0,0,0,0,
sciurus pucheranii,0,0,1,0,0,0,
sciurus pyrrhinus,0,0,1,0,0,0,
sciurus richmondi,0,0,0,0,0,0,
sciurus sanborni,0,0,1,0,0,0,
sciurus spadiceus,0,0,0,0.477121255,0,0,
sciurus stramineus,0,0,0,0.77815125,0,0,
sciurus variegatoides,0,0,0,0.903089987,0.4771213,0.4771213,
sciurus vulgaris,0,1,0,2.245512668,0.30103,0.90309,
sciurus yucatanensis,0,0,0,0,0,0,
scleronycteris ega,0,1,1,0,0,0,
scolomys melanops,0,0,0,0,0,0,
scolomys ucayalensis,0,0,0,0,0,0,
scoteanax rueppellii,0,0,0,0,0,0,
scotinomys teguina,0,0,0,1.204119983,0,0,
scotinomys xerampelinus,0,0,0,0.602059991,0,0,
scotoecus albofuscus,0,0,1,0,0,0,
scotoecus hirundo,0,0,0,0.301029996,0,0,
scotoecus pallidus,0,0,0,0,0,0,
scotomanes ornatus,0,0,0,0,0,0,
scotonycteris bergmansi,0,0,0,0,0,0,
scotonycteris occidentalis,0,0,0,0,0,0,
scotonycteris ophiodon,0,1,0,0.301029996,0,0,
scotonycteris zenkeri,0,0,0,0.477121255,0,0,
scotophilus andrewreborii,0,0,0,0,0,0,
scotophilus borbonicus,0,0,1,0.301029996,0,0,
scotophilus celebensis,0,0,1,0,0,0,
scotophilus collinus,0,0,0,0,0,0,
scotophilus dinganii,0,0,0,0.301029996,0.4771213,0,
scotophilus ejetai,0,0,0,0,0,0,
scotophilus heathii,0,0,0,0.77815125,0,0,
scotophilus kuhlii,0,0,0,1.204119983,1.1760913,0.30103,
scotophilus leucogaster,0,0,0,0.602059991,0,0,
scotophilus livingstonii,0,0,0,0,0,0,
scotophilus marovaza,0,0,0,0,0,0,
scotophilus nigrita,0,1,0,0,0.4771213,0.30103,
scotophilus nucella,0,0,1,0,0,0,
scotophilus nux,0,0,0,0,0,0,
scotophilus robustus,0,0,0,0.301029996,0,0,
scotophilus tandrefana,0,0,1,0,0,0,
scotophilus trujilloi,0,0,0,0,0,0,
scotophilus viridis,0,0,0,0,0,0,
scotorepens balstoni,0,1,0,0.301029996,0,0,
scotorepens greyii,0,0,0,0,0,0,
scotorepens orion,0,0,0,0,0,0,
scotorepens sanborni,0,0,0,0,0,0,
scotozous dormeri,0,0,0,0.301029996,0,0,
scutisorex somereni,0,0,0,0.477121255,0,0,
scutisorex thori,0,0,1,0.301029996,0,0,
sekeetamys calurus,0,0,0,0.84509804,0.30103,0.30103,
selevinia betpakdalaensis,0,0,1,0,0,0,
semnopithecus ajax,1,1,0,0.477121255,0,0,
semnopithecus entellus,0,1,0,1.491361694,1.041393,1.041393,
semnopithecus hector,0,1,0,0.301029996,0,0,
semnopithecus hypoleucos,0,1,0,0.477121255,0,0,
semnopithecus johnii,0,0,0,0.698970004,0,0,
semnopithecus priam,0,1,0,0.77815125,0,0,
semnopithecus schistaceus,0,1,0,0.84509804,0.30103,0.30103,
semnopithecus vetulus,1,1,0,0.698970004,0,0,
setifer setosus,0,0,0,1.255272505,0,0,
setonix brachyurus,0,1,0,2.117271296,0.4771213,0.30103,
sicista armenica,1,1,0,0,0,0,
sicista betulina,0,0,0,0.698970004,0,0,
sicista caucasica,0,0,0,0,0,0,
sicista caudata,0,0,1,0,0,0,
sicista concolor,0,0,0,0,0,0,
sicista kazbegica,1,0,0,0.301029996,0,0,
sicista kluchorica,0,0,0,0.301029996,0,0,
sicista loriger,0,0,0,0,0,0,
sicista napaea,0,0,0,0,0,0,
sicista pseudonapaea,0,0,1,0,0,0,
sicista severtzovi,0,0,0,0,0,0,
sicista strandi,0,0,0,0,0,0,
sicista subtilis,0,1,0,0.301029996,0,0,
sicista tianshanica,0,0,0,0,0,0,
sicista trizona,1,1,0,0,0,0,
sigmodon alleni,0,1,0,0,0,0,
sigmodon alstoni,0,0,0,1.079181246,0.60206,0.30103,
sigmodon arizonae,0,0,0,0.602059991,0,0,
sigmodon fulviventer,0,0,0,1.176091259,0,0,
sigmodon hirsutus,0,0,0,0.602059991,0,0,
sigmodon hispidus,0,0,0,2.614897216,1.4149733,1.342423,
sigmodon inopinatus,0,1,0,0,0,0,
sigmodon leucotis,0,0,0,0,0,0,
sigmodon mascotensis,0,0,0,0.301029996,0.30103,0,
sigmodon ochrognathus,0,0,0,0.477121255,0,0,
sigmodon peruanus,0,0,0,0.301029996,0,0,
sigmodon toltecus,0,0,0,0.477121255,0.30103,0.30103,
sigmodontomys alfari,0,0,0,0.477121255,0,0,
simias concolor,1,1,0,0.954242509,0,0,
sminthopsis archeri,0,0,1,0,0,0,
sminthopsis bindi,0,1,0,0,0,0,
sminthopsis butleri,0,1,0,0.301029996,0,0,
sminthopsis crassicaudata,0,0,0,2.152288344,0,0,
sminthopsis dolichura,0,0,0,0,0,0,
sminthopsis douglasi,0,1,0,0.77815125,0,0,
sminthopsis gilberti,0,0,0,0,0,0,
sminthopsis granulipes,0,0,0,0.301029996,0,0,
sminthopsis griseoventer,0,0,0,0.301029996,0,0,
sminthopsis hirtipes,0,0,0,0.301029996,0,0,
sminthopsis leucopus,0,0,0,0.477121255,0,0,
sminthopsis longicaudata,0,0,0,0,0,0,
sminthopsis macroura,0,0,0,1.886490725,0,0,
sminthopsis murina,0,1,0,0.477121255,0,0,
sminthopsis ooldea,0,0,0,0.477121255,0,0,
sminthopsis psammophila,0,1,0,0.477121255,0,0,
sminthopsis virginiae,0,0,0,0.602059991,0,0,
sminthopsis youngsoni,0,0,0,0.602059991,0,0,
smutsia gigantea,1,1,0,0.477121255,0,0,
smutsia temminckii,0,1,0,0.954242509,0,0,
solenodon marcanoi,1,,0,0,0,0,
solenodon paradoxus,0,0,0,1,0,0,
solisorex pearsoni,1,1,0,0,0,0,
solomys ponceleti,1,1,0,0,0,0,
solomys salamonis,0,0,1,0,0,0,
solomys salebrosus,1,1,0,0,0,0,
solomys sapientis,1,1,0,0,0,0,
sommeromys macrorhinos,0,0,1,0,0,0,
sooretamys angouya,0,0,0,1.176091259,0.7781513,0.69897,
sorex alaskanus,0,0,1,0,0,0,
sorex alpinus,0,1,0,0.84509804,0,0,
sorex antinorii,0,0,0,0.954242509,0,0,
sorex araneus,0,0,0,2.580924976,1.1760913,1.041393,
sorex arcticus,0,0,0,0,0.30103,0.30103,
sorex arizonae,0,0,0,0,0,0,
sorex asper,0,0,0,0.301029996,0,0,
sorex bairdi,0,0,0,0,0,0,
sorex bedfordiae,0,0,0,0.602059991,0,0,
sorex bendirii,0,0,0,0,0,0,
sorex buchariensis,0,0,1,0,0,0,
sorex caecutiens,0,0,0,1.176091259,0,0,
sorex camtschatica,0,0,0,0,0,0,
sorex cansulus,0,0,1,0,0,0,
sorex cinereus,0,0,0,1.414973348,0,0,
sorex coronatus,0,0,0,0.954242509,0.4771213,0.30103,
sorex cylindricauda,0,0,0,0.84509804,0,0,
sorex daphaenodon,0,0,0,0.602059991,0.30103,0,
sorex dispar,0,0,0,0,0,0,
sorex emarginatus,0,1,0,0,0,0,
sorex excelsus,0,0,0,0,0,0,
sorex fumeus,0,0,0,0.954242509,0,0,
sorex gracillimus,0,0,0,0.301029996,0,0,
sorex granarius,0,0,0,1.113943352,0,0,
sorex haydeni,0,0,0,0,0,0,
sorex hosonoi,0,0,0,0,0,0,
sorex hoyi,0,0,0,0.301029996,0.30103,0,
sorex isodon,0,0,0,0.77815125,0.30103,0,
sorex ixtlanensis,0,0,1,0,0,0,
sorex jacksoni,0,0,0,0,0,0,
sorex kozlovi,0,0,1,0,0,0,
sorex leucogaster,0,0,1,0,0,0,
sorex longirostris,0,0,0,0.477121255,0,0,
sorex lyelli,0,0,0,0,0,0,
sorex macrodon,0,1,0,0,0,0,
sorex maritimensis,0,1,0,0,0,0,
sorex mediopua,0,0,0,0,0,0,
sorex merriami,0,0,0,0,0,0,
sorex milleri,0,1,0,0,0,0,
sorex minutissimus,0,0,0,0.698970004,0,0,
sorex minutus,0,0,0,1.602059991,0.69897,0.30103,
sorex mirabilis,0,0,1,0.477121255,0,0,
sorex monticola,0,0,0,0,0,0,
sorex nanus,0,0,0,0,0,0,
sorex neomexicanus,0,0,1,0,0,0,
sorex oreopolus,0,0,0,0,0,0,
sorex orizabae,0,0,0,0,0,0,
sorex ornatus,0,0,0,0.602059991,0,0,
sorex pacificus,0,0,0,0.301029996,0,0,
sorex palustris,0,0,0,1.079181246,0,0,
sorex planiceps,0,0,0,0,0,0,
sorex portenkoi,0,0,1,0,0,0,
sorex preblei,0,0,0,0,0,0,
sorex pribilofensis,1,0,0,0,0,0,
sorex raddei,0,0,0,0,0,0,
sorex roboratus,0,0,0,0.698970004,0.30103,0,
sorex rohweri,0,0,0,0,0,0,
sorex samniticus,0,0,0,0,0,0,
sorex satunini,0,0,0,0.698970004,0,0,
sorex saussurei,0,0,0,0,0,0,
sorex sclateri,1,1,0,0,0,0,
sorex shinto,0,0,0,0.477121255,0,0,
sorex sinalis,0,0,1,0,0,0,
sorex sonomae,0,0,0,0,0,0,
sorex stizodon,1,1,0,0,0,0,
sorex tenellus,0,0,0,0.301029996,0,0,
sorex thibetanus,0,0,1,0,0,0,
sorex trowbridgii,0,0,0,0,0,0,
sorex tundrensis,0,0,0,0.954242509,0.30103,0,
sorex ugyunak,0,0,0,0,0,0,
sorex unguiculatus,0,0,0,1.361727836,0,0,
sorex vagrans,0,0,0,0.77815125,0,0,
sorex ventralis,0,0,0,0,0,0,
sorex veraecrucis,0,0,0,0,0,0,
sorex veraepacis,0,0,0,0,0,0,
sorex volnuchini,0,0,0,0.477121255,0,0,
sorex yukonicus,0,0,0,0,0,0,
soricomys kalinga,0,0,0,0,0,0,
soricomys leonardocoi,0,0,1,0,0,0,
soricomys montanus,0,0,0,0,0,0,
soricomys musseri,0,0,0,0,0,0,
soriculus nigrescens,0,0,0,0.602059991,0,0,
sotalia fluviatilis,1,1,0,1.380211242,0,0,
sotalia guianensis,0,0,0,1.986771734,0.30103,0,
sousa chinensis,0,1,0,2.049218023,0,0,
sousa plumbea,1,1,0,1.230448921,0,0,
sousa sahulensis,0,1,0,1.041392685,0,0,
sousa teuszii,1,1,0,0.84509804,0,0,
spalacopus cyanus,0,0,0,1.113943352,0,0,
spalax antiquus,1,1,0,0.301029996,0,0,
spalax arenarius,1,1,0,0,0,0,
spalax giganteus,0,0,0,0,0,0,
spalax graecus,0,0,0,0,0,0,
spalax istricus,1,0,0,0,0,0,
spalax microphthalmus,0,0,0,0.77815125,0,0,
spalax uralensis,0,0,0,0,0,0,
spalax zemni,0,1,0,0,0,0,
speothos venaticus,0,1,0,1.579783597,0.69897,0.60206,
spermophilopsis leptodactylus,0,0,0,0.698970004,0,0,
spermophilus alashanicus,0,1,0,0.602059991,0,0,
spermophilus brevicauda,0,0,0,0,0,0,
spermophilus citellus,1,1,0,1.491361694,0.4771213,0.4771213,
spermophilus dauricus,0,0,0,1.633468456,0.30103,0.30103,
spermophilus erythrogenys,0,0,0,0.602059991,0.30103,0.30103,
spermophilus fulvus,0,0,0,0.954242509,0.30103,0.30103,
spermophilus major,0,0,0,0.84509804,0,0,
spermophilus musicus,0,0,0,0.301029996,0,0,
spermophilus pallidicauda,0,0,0,0.301029996,0,0,
spermophilus pygmaeus,0,1,0,0.84509804,0,0,
spermophilus ralli,0,0,0,0,0,0,
spermophilus relictus,0,0,0,0,0,0,
spermophilus suslicus,0,1,0,1.278753601,0,0,
spermophilus taurensis,0,0,0,0.477121255,0,0,
spermophilus xanthoprymnus,0,1,0,0.954242509,0,0,
sphaerias blanfordi,0,0,0,0,0,0,
sphaeronycteris toxophyllum,0,0,0,0,0,0,
spilocuscus kraemeri,0,1,0,0,0,0,
spilocuscus maculatus,0,0,0,0,0,0,
spilocuscus papuensis,0,0,0,0,0,0,
spilocuscus rufoniger,1,1,0,0,0,0,
spilocuscus wilsoni,1,1,0,0,0,0,
spilogale angustifrons,0,0,0,0,0,0,
spilogale gracilis,0,1,0,1.041392685,0.4771213,0.30103,
spilogale putorius,0,1,0,1.380211242,0.4771213,0.4771213,
spilogale pygmaea,0,1,0,0.301029996,0,0,
srilankamys ohiensis,0,1,0,0,0,0,
steatomys bocagei,0,0,0,0,0,0,
steatomys caurinus,0,0,0,0.477121255,0,0,
steatomys cuppedius,0,0,0,0,0,0,
steatomys jacksoni,0,0,1,0,0,0,
steatomys krebsii,0,0,0,0,0,0,
steatomys opimus,0,0,0,0,0,0,
steatomys parvus,0,0,0,0.301029996,0,0,
steatomys pratensis,0,0,0,0,0,0,
stenella attenuata,0,0,0,1.785329835,0,0,
stenella clymene,0,0,0,1,0,0,
stenella coeruleoalba,0,0,0,2.442479769,0.30103,0,
stenella frontalis,0,0,0,1.77815125,0.30103,0,
stenella longirostris,0,0,0,1.77815125,0.30103,0,
steno bredanensis,0,0,0,1.698970004,0,0,
stenocephalemys albipes,0,0,0,0.698970004,0.4771213,0,
stenocephalemys albocaudata,0,0,0,0.301029996,0,0,
stenocephalemys griseicauda,0,1,0,0,0,0,
stenocephalemys ruppi,0,0,1,0,0,0,
stenoderma rufum,0,0,0,0.477121255,0,0,
stochomys longicaudatus,0,0,0,0.301029996,0,0,
strigocuscus celebensis,0,1,0,0,0,0,
strigocuscus pelengensis,0,0,0,0,0,0,
sturnira angeli,0,1,0,0,0,0,
sturnira aratathomasi,0,0,0,0.301029996,0,0,
sturnira bakeri,0,0,0,0.477121255,0,0,
sturnira bidens,0,0,0,0,0,0,
sturnira bogotensis,0,0,0,0,0,0,
sturnira burtonlimi,0,0,1,0.602059991,0,0,
sturnira erythromos,0,0,0,0.301029996,0,0,
sturnira hondurensis,0,0,0,0.477121255,0,0,
sturnira koopmanhilli,0,0,1,0,0,0,
sturnira lilium,0,0,0,1.770852012,1.20412,1.041393,
sturnira ludovici,0,0,0,0.477121255,0.4771213,0.30103,
sturnira luisi,0,0,0,0.301029996,0,0,
sturnira magna,0,0,0,0,0,0,
sturnira mistratensis,0,0,1,0,0,0,
sturnira mordax,0,0,0,0,0,0,
sturnira nana,1,0,0,0,0,0,
sturnira oporaphilum,0,0,0,0.301029996,0,0,
sturnira parvidens,0,0,0,1,0.4771213,0.4771213,
sturnira paulsoni,0,1,0,0,0,0,
sturnira perla,0,0,1,0,0,0,
sturnira sorianoi,0,0,1,0,0,0,
sturnira tildae,0,0,0,0,0.30103,0.30103,
styloctenium mindorensis,1,1,0,0,0,0,
styloctenium wallacei,0,1,0,0,0,0,
stylodipus andrewsi,0,0,0,0,0,0,
stylodipus sungorus,0,1,0,0,0,0,
stylodipus telum,0,1,0,0.301029996,0,0,
submyotodon latirostris,0,0,0,0.301029996,0,0,
suncus aequatorius,1,0,0,0,0,0,
suncus ater,0,0,1,0,0,0,
suncus dayi,1,1,0,0,0,0,
suncus etruscus,0,0,0,1.462397998,0,0,
suncus fellowesgordoni,1,1,0,0,0,0,
suncus hosei,0,0,1,0,0,0,
suncus hututsi,0,0,1,0,0,0,
suncus infinitesimus,0,0,0,0,0,0,
suncus lixus,0,0,0,0,0,0,
suncus malayanus,0,0,0,0,0,0,
suncus megalura,0,0,0,0,0,0,
suncus mertensi,1,1,0,0,0,0,
suncus montanus,0,1,0,0.602059991,0,0,
suncus murinus,0,0,0,2.855519156,0.95542425,0.95542425,
suncus remyi,0,0,0,0,0,0,
suncus stoliczkanus,0,0,0,0,0,0,
suncus varilla,0,0,0,0.301029996,0,0,
suncus zeylanicus,1,1,0,0,0,0,
sundamys infraluteus,0,0,0,0,0,0,
sundamys maxi,0,1,0,0,0,0,
sundamys muelleri,0,1,0,1.113943352,0.4771213,0.30103,
sundasciurus brookei,0,0,0,0,0,0,
sundasciurus davensis,0,0,1,0,0,0,
sundasciurus fraterculus,0,1,0,0,0,0,
sundasciurus hippurus,0,1,0,0.301029996,0,0,
sundasciurus hoogstraali,0,0,0,0.301029996,0,0,
sundasciurus jentinki,0,0,0,0,0,0,
sundasciurus juvencus,0,0,0,0.301029996,0,0,
sundasciurus lowii,0,0,0,0.301029996,0,0,
sundasciurus mindanensis,0,0,0,0,0,0,
sundasciurus moellendorffi,0,1,0,0,0,0,
sundasciurus philippinensis,0,0,0,0,0,0,
sundasciurus rabori,0,0,1,0,0,0,
sundasciurus samarensis,0,0,0,0,0,0,
sundasciurus steerii,0,0,0,0,0,0,
sundasciurus tenuis,0,1,0,0.301029996,0,0,
surdisorex norae,0,0,0,0,0,0,
surdisorex polulus,0,0,1,0,0,0,
surdisorex schlitteri,0,0,1,0,0,0,
suricata suricatta,0,0,0,2.190331698,0.60206,0.60206,
sus ahoenobarbus,0,1,0,0,0,0,
sus barbatus,0,1,0,1.146128036,0.4771213,0.30103,
sus bucculentus,1,,0,0.301029996,0,0,
sus cebifrons,1,1,0,1.079181246,0,0,
sus celebensis,0,1,0,1,0.4771213,0.30103,
sus oliveri,0,1,0,0,0,0,
sus philippensis,0,1,0,0.301029996,0,0,
sus scrofa,0,0,0,4.223002439,2.198657,1.90309,
sus verrucosus,1,1,0,0.84509804,0.30103,0.30103,
syconycteris australis,0,0,0,0.77815125,0,0,
syconycteris carolinae,0,1,0,0,0,0,
syconycteris hobbit,0,1,0,0,0,0,
sylvicapra grimmia,0,1,0,1.462397998,0.69897,0.69897,
sylvilagus andinus,0,0,1,0,0,0,
sylvilagus aquaticus,0,1,0,0.698970004,0.30103,0.30103,
sylvilagus audubonii,0,1,0,1.301029996,1.1139434,0.95542425,
sylvilagus bachmani,0,0,0,1.230448921,0.30103,0,
sylvilagus brasiliensis,1,1,0,1,0.60206,0.4771213,
sylvilagus cognatus,1,0,0,0,0,0,
sylvilagus cunicularius,0,1,0,0,0,0,
sylvilagus dicei,0,1,0,0.301029996,0,0,
sylvilagus floridanus,0,0,0,2.136720567,0.30103,0.69897,
sylvilagus gabbi,0,0,0,0,0,0,
sylvilagus graysoni,1,1,0,0,0,0,
sylvilagus insonus,0,0,1,0,0,0,
sylvilagus mansuetus,1,1,0,0.301029996,0,0,
sylvilagus nuttallii,0,1,0,1.146128036,0.69897,0.60206,
sylvilagus obscurus,0,1,0,0.301029996,0,0,
sylvilagus palustris,0,0,0,0.84509804,0.30103,0.30103,
sylvilagus robustus,0,1,0,0,0,0,
sylvilagus sanctaemartae,0,0,1,0,0,0,
sylvilagus tapetillus,0,0,0,0,0,0,
sylvilagus transitionalis,0,1,0,1.041392685,0,0,
sylvilagus varynaensis,0,0,1,0,0,0,
sylvisorex akaibei,0,0,1,0,0,0,
sylvisorex camerunensis,0,1,0,0,0,0,
sylvisorex corbeti,0,0,1,0,0,0,
sylvisorex granti,0,0,0,0.301029996,0,0,
sylvisorex howelli,0,1,0,0,0,0,
sylvisorex isabellae,0,1,0,0,0,0,
sylvisorex johnstoni,0,0,0,0.301029996,0,0,
sylvisorex konganensis,0,0,1,0,0,0,
sylvisorex lunaris,0,1,0,0,0,0,
sylvisorex morio,1,1,0,0,0,0,
sylvisorex ollula,0,0,0,0.602059991,0.30103,0.30103,
sylvisorex oriundus,0,0,1,0,0,0,
sylvisorex pluvialis,0,0,1,0,0,0,
sylvisorex silvanorum,0,0,1,0,0,0,
sylvisorex vulcanorum,0,1,0,0,0,0,
symphalangus syndactylus,1,1,0,1.77815125,0.4771213,0.4771213,
synaptomys borealis,0,0,0,0.301029996,0,0,
synaptomys cooperi,0,0,0,0.698970004,0,0,
syncerus caffer,0,1,0,2.600972896,1.380211,0.30103,
syntheosciurus brochus,0,1,1,0,0,0,
tachyglossus aculeatus,0,0,0,2.318063335,0.30103,0,
tachyoryctes macrocephalus,1,1,0,0.84509804,0,0,
tachyoryctes splendens,0,0,0,1,0,0,
tadarida aegyptiaca,0,0,0,0.477121255,0,0,
tadarida brasiliensis,0,0,0,2.250420002,1.1139434,0.95542425,
tadarida fulminans,0,0,0,0,0,0,
tadarida insignis,0,0,1,0,0,0,
tadarida latouchei,1,1,0,0.301029996,0,0,
tadarida lobata,0,0,0,0,0,0,
tadarida teniotis,0,0,0,1.278753601,0.4771213,0.4771213,
tadarida ventralis,0,0,1,0,0,0,
taeromys arcuatus,0,0,0,0,0,0,
taeromys callitrichus,0,0,1,0,0,0,
taeromys celebensis,0,1,0,0.301029996,0,0,
taeromys hamatus,0,0,1,0,0,0,
taeromys microbullatus,0,0,1,0,0,0,
taeromys punicans,0,0,1,0,0,0,
taeromys taerae,0,0,0,0,0,0,
talpa altaica,0,0,0,0.602059991,0,0,
talpa caeca,0,0,0,0.477121255,0,0,
talpa caucasica,0,0,0,0,0,0,
talpa davidiana,0,0,1,0,0,0,
talpa europaea,0,0,0,2.079181246,0.69897,0.30103,
talpa levantis,0,0,0,0.477121255,0,0,
talpa occidentalis,0,0,0,1.505149978,0,0,
talpa romana,0,0,0,0.698970004,0.30103,0.30103,
talpa stankovici,0,0,0,0.301029996,0,0,
tamandua mexicana,0,0,0,1,0,0,
tamandua tetradactyla,0,0,0,1.934498451,0.7781513,0.7781513,
tamias striatus,0,0,0,2.11058971,0.7781513,0.7781513,
tamiasciurus douglasii,0,0,0,1.113943352,0,0,
tamiasciurus hudsonicus,0,0,0,2.093421685,0.95542425,0.84509804,
tamiasciurus mearnsi,1,1,0,0,0,0,
tamiops maritimus,0,0,0,0.301029996,0,0,
tamiops mcclellandii,0,0,0,0.301029996,0,0,
tamiops rodolphii,0,0,0,0,0,0,
tamiops swinhoei,0,0,0,0.77815125,0.30103,0.30103,
tanyuromys aphrastus,0,0,1,0,0,0,
tapecomys primus,0,1,0,0,0,0,
taphozous achates,0,0,1,0,0,0,
taphozous australis,0,1,0,0,0,0,
taphozous georgianus,0,0,0,0.84509804,0,0,
taphozous hamiltoni,0,0,1,0,0,0,
taphozous hildegardeae,1,1,0,0,0,0,
taphozous hilli,0,0,0,0,0,0,
taphozous kapalgensis,0,0,0,0,0,0,
taphozous longimanus,0,0,0,1.079181246,0,0,
taphozous mauritianus,0,0,0,0.602059991,0,0,
taphozous melanopogon,0,0,0,1.380211242,0.30103,0.69897,
taphozous nudiventris,0,0,0,0.903089987,0,0,
taphozous perforatus,0,0,0,0.84509804,0.69897,0.69897,
taphozous theobaldi,0,0,0,0.301029996,0.4771213,0.4771213,
taphozous troughtoni,0,1,0,0,0,0,
tapirus bairdii,1,1,0,1.414973348,0,0,
tapirus indicus,1,1,0,1.568201724,0.30103,0.30103,
tapirus pinchaque,1,1,0,0.602059991,0,0,
tapirus terrestris,0,1,0,1.832508913,0.7781513,0.69897,
tarsipes rostratus,0,0,0,1.342422681,0,0,
tarsius dentatus,0,1,0,0.301029996,0,0,
tarsius fuscus,0,1,0,0,0,0,
tarsius lariang,0,1,1,0,0,0,
tarsius niemitzi,1,1,0,0,0,0,
tarsius pelengensis,1,1,0,0,0,0,
